#KIC msum mrat z age dist ebv h0 period tpe esinw ecosw b q1 q2 q3 q4 lcerr isoerr ln(sigma_ebv) ln(sigma_d) c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 morph
1026032 2.046758503281399 0.654594972735097 0.011786597770843734 9.51532310390316 1746.432980890877 0.21113161160221555 119.0 8.460438330982736 133.77481524739278 0.0461041042023847 0.04143511472901695 1.0203618809090296 0.47500756909746805 0.9999984359293425 0.4263916783304013 0.9947912052085175 -7.045564156423443 -24.41969945729894 -2.302274671760996 5.917860255618195 0.0 0.954217600479 0.956020112862 0.946671738623 0.962358292626 0.956698432463 0.958500735879 0.944022035388 0.959872135974 0.960504439901 0.957308534202 0.94185305097 0.956139808459 0.945213099825 0.951034964355 0.944714843616 0.961043510716 0.961294850185 0.15
10264202 2.111320106243737 0.7822280625678425 0.034184366625242234 9.18010025791298 1797.3454801674907 0.23856492579130006 119.0 1.0351476012527727 132.55104253921147 -0.03607246572452188 0.0001672692219961657 1.1019701712302892 0.5218730605277581 0.9998903829283983 0.3356422292739324 0.9996404739572715 -6.658435801953162 -15.098324740108104 -0.8163461931033487 5.722595029942744 0.0 0.9999955203 0.999966166173 0.999999954214 0.999993301553 0.986128497648 0.96013548535 0.961647759485 0.997311513518 0.978264773318 0.960561825065 0.947069418016 0.942893893838 0.941838890928 0.925884680286 0.919765179515 0.956182783769 0.972950387897 0.5
10268903 0.9845479565213583 0.8234832830511951 0.007825060715375138 9.851620821419717 610.2014535574692 0.06735795916793152 119.0 1.103979036157468 166.90029232247954 0.004485052122956649 -0.00022913759260407852 1.3287146764137185 3.38001704735267e-06 0.12632165935872247 0.00010109278337555698 0.6063001092309284 -5.3553626566126695 -1.233006352443029 -7.482901833117716 -6.479319646959842 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6808 0.6415 0.7346 0.4477 0.6707 0.6346 0.7466 0.4389 0.39
10274244 1.0917858227 0.411780846124 0.00618916409516 10.0059497227 154.368146483 0.362241190363 119.0 13.6836921105 121.527134443 0.099920261175 -0.0698125336274 -0.0913983613306 0.327854889814 0.410685933686 0.159180835613 0.920517849583 -7.00673562504 -3.72581653358 -1.66901372921 -0.958874024703 0.9985 0.9985 0.9987 0.9987 0.9981 0.9985 0.9988 0.9987 0.9981 0.9985 0.9988 0.9987 0.9981 0.9985 0.9988 0.9987 0.9981 0.9985 0.08
10275074 2.34714785037 0.993457192117 0.0071459375914 7.13604564764 1641.02267757 0.0839017296256 119.0 4.36312005687 166.208654181 -8.14061025913e-07 -1.70767723416e-05 1.41089621633 0.156151551738 0.583416946531 0.150374327114 0.499054689661 -8.39073989898 -21.3911140775 -11.9009708587 5.03647347304 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.993679881182 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.33
10292238 1.98183756916 0.864754505049 0.0115564324862 9.80888757781 1805.9927258 0.202495760094 119.0 143.119113996 266.359145546 -0.216889017847 0.579808126587 0.771627414134 0.482378501646 0.236368623281 0.555471045142 0.267576536016 -7.68852081843 -7.51854464328 -2.55623395804 -0.880366246862 0.0 0.9863 0.987519322474 0.986156572234 0.986513057167 0.987956786026 0.989050634573 0.0 0.9852 0.987144643826 0.988638851611 0.0 0.983590604587 0.987756343578 0.9897 0.0 0.988030787613 0.9859 0.02
10294608 2.7333271486738164 0.8913628983754507 0.01755833932378135 7.847960128962319 1004.9672313029937 0.18929594420220125 119.0 3.708983868172284 123.21906677581373 2.6572772044133257e-07 1.69774388962627e-07 -0.06806038068521583 0.41043749611080765 0.27396764159910125 0.5590413798631517 0.04085762394589523 -5.677601335689188 -20.221312925160948 -10.493975620489536 5.531830146493004 0.9954 0.9955 0.9953 0.9966 0.9959 0.9953 0.9954 0.0 0.9959 0.9953 0.9954 0.0 0.9959 0.9953 0.9954 0.0 0.9959 0.9953 0.37
10296163 1.72310881018 0.517632996671 0.00726724029711 9.38506187392 713.002594534 0.218398350045 119.0 9.29674543651 126.388468628 -0.289589946424 -0.244447744333 0.453146697321 0.287754683859 0.374974815825 0.14480784978 0.719767569689 -7.01560092833 -13.0181222025 -11.8853601053 4.36086526186 0.9952 0.9952 0.9964 0.9956 0.9962 0.9952 0.996 0.0 0.9962 0.9951 0.9961 0.0 0.9962 0.9951 0.9961 0.0 0.9962 0.9952 0.17
10330495 1.54660505167 0.502958984108 0.0100125815833 9.9199404889 1640.79597888 0.0882726235297 119.0 18.0600784345 138.610937916 -0.0560006982911 -0.0396830675755 0.34868914631 0.279186732806 0.480290843871 0.737064771649 0.307549678572 -6.9945303082 -3.09767549156 -3.41696958251 -0.669542300764 0.0 0.9861 0.9853 0.985 0.9843 0.9904 0.9854 0.985 0.9847 0.986 0.9853 0.9849 0.9814 0.9904 0.9853 0.985 0.9843 0.9905 0.18
10352603 2.60375873659 1.01021194109 0.0146852833995 9.53777200547 2394.63268082 0.144566923439 119.0 32.7789864483 159.974544904 0.314373732368 -0.344499345443 0.228190497349 0.539901042772 0.223305905306 0.403075046417 0.288596187515 -7.92862879271 -4.20202083781 -2.61807475438 -0.290826082461 0.0 0.991865047015 0.991277162355 0.992790288798 0.98936672991 0.991780091643 0.991004148985 0.0 0.988212048953 0.991785198408 0.990534905839 0.0 0.987444333117 0.991934748364 0.990026334274 0.0 0.986726167072 0.991904810995 0.07
10383696 1.57877810987 0.690657355776 0.00612771717777 7.18818146049 2382.84634677 0.0459004089368 119.0 8.48787155924 168.446220027 -0.0363141371205 -0.0651991362659 1.20406873276 0.786253775097 0.943992721137 0.892036013581 0.725822118803 -6.85809488078 -7.63611941136 -11.7037883706 6.60470091976 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.69495385539 0.68377664243 0.567991776203 0.696540597383 0.675078024226 0.680830666715 0.562277637569 0.737350660925 0.13
10385682 1.990494202005035 0.9857876302701082 0.020005072754530867 10.019985647852387 2119.136349955011 0.015063146574834317 119.0 6.207461324953589 132.87451077377898 -0.015011202139533851 -5.853524590461336e-06 0.4053057449540799 0.9981350652657737 0.16322906413242266 0.04963116992543645 0.9983051173604939 -6.599371662790356 -3.2216592350346396 -3.039204480699535 -5.537765530497754 0.0 0.988729436607 0.994263990761 0.991869200133 0.993166660014 0.994746077812 0.993325051336 0.994370219089 0.993153189467 0.993696664949 0.993394249524 0.990845842145 0.991601418385 0.997035922064 0.986242587299 0.994445539635 0.992384001699 0.981624708869 0.34
10420279 1.98305843917 0.964767960314 0.0224162918717 9.80936275829 1333.82323075 0.109394633817 119.0 45.4332486808 172.944590321 0.384969661788 0.313839185255 0.0761121351059 0.618222309024 0.280270603326 0.45454224619 0.365755707794 -7.33497576939 -6.0806974549 -11.2015441216 -0.341475410897 0.0 0.985572381633 0.987600914964 0.988964789012 0.985375153631 0.985177926366 0.987279975835 0.0 0.98510704355 0.986274296787 0.987267151232 0.0 0.983618591905 0.985856522176 0.987056719143 0.0 0.983339866085 0.985656551151 0.03
10454401 1.77251786744 0.990997347692 0.00763965435084 7.40357843 1588.85276265 0.0522981185272 119.0 12.1807210625 139.346003539 0.352274319354 0.03794545993 0.395004042298 0.119717766202 0.847129053792 0.942919956862 0.138069358712 -6.41928794498 -17.0855953394 -11.7200961392 -0.92863118823 0.0 0.986120853984 0.982778871639 0.987072903378 0.997073754959 0.994197979275 0.997659840988 0.995853118792 0.987932715434 0.984965481481 0.999400429095 0.996233687904 0.998102677838 0.979756221037 0.993333953259 0.996079721322 0.997248930447 0.988279748779 0.12
10483644 1.518295738192312 0.4957072744963321 0.00925927749393007 9.483581567922508 732.6578714474427 0.19616229903091886 119.0 5.110771660794029 133.3153706481915 0.028678126071711517 -0.0011380773795988716 1.1920381931240438 0.3120909528468707 0.1400182216401621 0.008272038681836607 0.2534565306777723 -7.817587158996479 -3.6894075536472704 -1.3092968058457457 -6.986384980884731 0.0 0.964582692177 0.968904001415 0.989269119838 0.992995835485 0.995812568335 0.987172405409 0.0 0.983309355611 0.991794717084 0.982195540043 0.0 0.979250369626 0.981696472859 0.991227155496 0.0 0.988861505055 0.978060019573 0.12
10491554 10.678780085759433 0.9592726735252252 0.0012853945150059732 7.501000074674939 2183.090237023915 1.790133484930142 119.0 22.7719481618367 163.259642382438 0.14800182048789182 0.32955859265800097 0.7728681124391341 0.9291658324672413 0.06184355608777188 0.9703517071825203 0.1498033514118226 -5.927372793837477 -0.57487989715769 1.5920990587914834 -6.963907193852606 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.457260945736 0.78099669689 0.547474845319 0.0 0.468686732423 0.769211116687 0.539279417208 0.0 0.468318716512 0.776526706699 0.07
10581918 3.9685933411402115 0.7875093235770346 0.019627319324286546 6.748575306733094 1686.5317439766825 0.0716077609948354 119.0 1.8018636446248557 306.36395582305465 0.014981201173656457 0.0006675667620633082 -0.0003079056730260672 0.2458483114965101 0.5359539087521192 0.45187870744254915 0.20879079664640332 -5.230497248659284 -2.978245956008071 -11.210664957148987 6.800296876959942 0.0 0.0 0.9986 0.9982 0.9984 0.0 0.9987 0.9982 0.9984 0.0 0.9987 0.9982 0.9984 0.0 0.9987 0.9982 0.9984 0.0 0.54
10601579 2.371965474827874 0.9673375294975085 0.0010093842601235448 6.733247070065886 615.3013720288682 0.08490209617230375 119.0 8.098753579761647 134.77509852818517 0.02420992157642781 -0.017759318964262482 1.5490043063722765 0.3239100272988543 0.14968120186517003 0.3242669458746683 0.20704484707831408 -9.341648737315934 -2.7083547606639495 -11.7209759148947 3.9992077166797535 0.0 0.993772387291 0.995235385422 0.990835653707 0.986800924782 0.99350967696 0.994268383492 0.990662223825 0.988422773896 0.992704129218 0.993880144962 0.990713913641 0.991890960599 0.993709354418 0.994310647677 0.991910422626 0.991483061094 0.99381363693 0.2
10651945 1.5137807327728938 0.714646031586824 0.0071700932847903335 9.975626738935423 1656.1806902858993 0.04970154000152184 119.0 25.366994135839768 189.54967298593945 -0.07138868090867057 0.47967162302676164 1.1347341763202383 0.38044850133581143 0.24711451368119597 0.22967146905384267 0.9650133826000931 -7.3394071119389706 -24.4104415306263 -11.897449664718529 -6.2943196005790085 0.0 0.0 0.998097001123 0.990672696111 0.0 0.985848020323 0.993033062039 0.98664357063 0.0 0.987163390096 0.989481120395 0.989778062061 0.0 0.985403139744 0.994411210153 0.990337446268 0.0 0.988660922055 0.06
10686876 3.3929014644590594 0.459848416339358 0.029737863813052094 8.335649809747885 950.7371847483907 0.17341952328645527 119.0 2.6184145903797575 120.95235046063098 -0.000996036275390302 0.00014543210546640191 -0.2381323351975359 0.47021111245125224 0.09109671792291404 0.18336721452426843 0.11296416562747524 -6.4754096518902085 -1.2743404531070979 -9.880534195813341 -6.93092970613171 0.847173770082 0.845917151245 0.840955953529 0.843976264932 0.858451145292 0.846510786097 0.839798335027 0.0 0.858943295313 0.847077628152 0.842111823135 0.0 0.862880473889 0.846851874515 0.842712985896 0.0 0.862826079213 0.846479237895 0.45
10735564 4.377058726137316 0.5056509297839199 0.019705366440551635 8.284662560934168 4636.2464498261925 0.3713759454569272 119.0 1.6749846949249148 445.0152469365939 0.12227614979200437 -6.105839561298536e-05 0.8573436172992309 0.010052270411067273 0.001305387101073044 0.9995777012091094 0.9995211865698455 -6.272934414273091 -12.18602109977078 -0.6198100280102925 6.5356162668540945 0.0 0.0 0.0 0.0 0.0 0.9087 0.894 0.9825 0.9579 0.9088 0.8939 0.9825 0.9571 0.9086 0.8939 0.9825 0.952 0.9087 0.53
10736223 2.999803713395226 0.7185363958553183 0.005277844589370764 6.77812814424648 1861.3255162287674 0.1924381613347865 119.0 1.105094197255423 132.54624230726236 0.01184165035579588 0.0007470593122630316 0.00233531745416776 0.27912151899475607 0.4058431406659685 0.11257630386088548 0.9861831299020197 -5.587237696196897 -3.221359900603636 -2.290748335108749 6.38894950901062 0.0 0.991588933533 0.993880243031 0.986619179815 0.993622798778 0.989732517223 0.992029776553 0.985795048389 0.991103466261 0.991216538519 0.994535228011 0.986269941446 0.993349396453 0.993989587053 0.993213097662 0.986848989614 0.998531011091 0.999999968165 0.56
10849244 2.08844202638 1.00112136032 0.0107966376554 9.52695137947 533.237060107 0.126485500942 119.0 24.2616834771 122.979696162 0.0412756882841 -0.165970772588 1.08843457727 0.446303002525 0.296298475521 0.361596164128 0.311840640104 -8.29415637038 -12.5805226328 -2.81683409828 -0.78413146061 0.995422695208 0.994858232394 0.997249857472 0.995730618392 0.995579199569 0.995991802782 0.997865578319 0.994652611659 0.0 0.995901499507 0.997530352454 0.995772984512 0.0 0.996545074129 0.997759385858 0.996477919797 0.0 0.996360159601 0.07
10857589 2.2890324855 0.605696930895 0.00900431512345 9.4183926194 3307.61721737 0.219142731782 119.0 32.5325182138 147.077397135 0.151185028966 0.130446893983 0.263612981463 0.141671608768 0.673726354364 0.998609530699 0.705027734323 -7.07359548032 -3.55388304757 -1.59048681318 -0.355346730572 0.0 0.9817 0.9857 0.989 0.976 0.986 0.9843 0.9889 0.9762 0.986 0.9845 0.989 0.9753 0.9859 0.9845 0.9889 0.9756 0.986 0.12
10923260 1.29346209831 0.306217452598 0.00645953226587 9.23066739002 882.967743195 0.17297713595 119.0 7.43601639699 143.954575322 -0.168806990933 0.37336423685 0.444488840475 0.273276358878 0.331633624262 0.409964911718 0.313527621376 -7.46028482634 -4.33959174037 -1.99893259962 3.6227698472 0.0 0.9853402741 0.986884389136 0.970888777768 0.995377979257 0.991732262562 0.983143810345 0.970097971285 0.99693007548 0.979716716303 0.989519459397 0.97240566958 0.994218879335 0.986942940603 0.985474959233 0.969826409488 0.989892219922 0.996728866714 0.15
10935310 1.3807822448233091 0.6494541897118632 0.006090546981297013 10.01882623848483 463.13310502702814 0.10838331146841718 119.0 4.1287952109739905 124.32210285919636 0.16603043236047857 -0.0017695861062409347 1.051311381588855 0.45044844105626486 0.16202779228074296 0.28973305944579103 0.7627878392890681 -7.490682892052766 -3.791531498464014 -10.58996662887153 4.746000879008824 0.948124514386 0.951986588217 0.945390876684 0.947679544515 0.956259328266 0.95606512925 0.955355240734 0.0 0.961471400172 0.959432377259 0.960741339294 0.0 0.948743096871 0.945375211663 0.956008583283 0.0 0.959963311836 0.931399709639 0.15
10965963 2.0812215316 0.920628924813 0.00985823262147 9.76051180498 1321.94503465 0.118068765785 119.0 6.64024437197 132.775786407 0.0448791494249 -0.0364311440316 0.800362490096 0.608985809123 0.117407809929 0.214004612932 0.443389598393 -6.96441247406 -13.3650620668 -2.54689932949 -0.645931518507 0.0 0.9926 0.9944 0.994 0.9934 0.9926 0.9944 0.994 0.0 0.9926 0.9944 0.994 0.0 0.9925 0.9944 0.994 0.0 0.9925 0.22
10987439 2.6311425283844385 1.1771119090168953 0.00671152103228786 7.101344036111135 370.31709707164833 0.4339682494696378 119.0 10.674598148423305 138.88514499294936 0.029564861641632603 0.03151724369359039 1.7272935013839699 0.44961060372081385 0.17213632488231026 0.2774394643645635 0.7276078364220191 -9.844701501115843 -15.592669594182968 -1.3965860604419336 -6.689303427746774 0.0 0.9989 0.0 0.0 0.0 0.9989 0.0 0.0 0.0 0.9989 0.9986 0.0 0.0 0.999 0.9986 0.0 0.0 0.9989 0.1
11073223 2.04615555678 0.772594552271 0.0599975264341 9.73998137516 1674.71468994 0.0453990530907 119.0 11.5789456419 131.797944168 0.392150254292 0.226028705334 0.605191604868 0.0183786373176 0.998505818156 0.999910278423 0.999931922467 -6.94211009951 -12.2375537641 -11.5279641753 3.38004906743 0.0 0.978968955482 0.992103183396 0.983270143848 0.985476185793 0.97632719958 0.991169755485 0.980824145185 0.0 0.976392612371 0.988196131827 0.979540312569 0.0 0.975198226801 0.98850117227 0.978822635291 0.0 0.973976993024 0.11
11147276 2.06561154106 0.757256867684 0.0173942377126 9.35965793898 975.817981462 0.185337951724 119.0 3.13305857122 134.103665458 -0.0214266054598 -5.96090303667e-06 1.06822578809 0.58822163674 0.00245071038663 0.210480240757 0.89753680757 -6.9174858914 -5.820031058 -1.92983487672 -0.746187849102 0.0 0.9903 0.9931 0.9936 0.9938 0.9899 0.9941 0.9936 0.9938 0.9898 0.9941 0.9936 0.9938 0.9898 0.994 0.9936 0.9938 0.9898 0.31
11198723 2.14373554187 0.598202164737 0.0589233120943 7.69716267724 1907.66340084 0.07959365782 119.0 6.84030619694 137.571330993 -0.000973187706308 -0.0036944736851 0.987458510134 0.192378751057 0.584740885195 0.162509471771 0.549969897833 -7.51965378107 -16.0972040446 -10.926606662 5.20348102963 0.0 0.982016910105 0.984533492752 0.986152791746 0.974889549205 0.983620606022 0.990387822196 0.988420292738 0.972485559587 0.980819084259 0.989045793134 0.980390772996 0.970520402745 0.975808145541 0.98454311286 0.968860730353 0.957207654982 0.980822428831 0.17
11228612 1.6941998901 0.706920239967 0.0206314730262 9.87911465315 1111.04851617 0.0488004766598 119.0 2.98047968824 134.402051014 0.00438051072756 4.21839571987e-05 0.394932082275 0.625455839136 0.138221504189 0.881496240791 0.190092282466 -6.4325989148 -1.46109565607 -11.7523049303 -0.858838224251 0.0 0.989405842204 0.998254840287 0.999885985395 0.996182536723 0.984689612665 0.994528393781 0.984994599021 0.999999978632 0.986472455963 0.993563346139 0.991835860028 0.997884124889 0.991563523783 0.999645747663 0.979572342501 0.998573249487 0.994455887144 0.33
11232745 1.3795776554979842 0.9026956610242048 0.004904271082302378 10.060998251597612 1279.3902254008947 0.09768010531930084 119.0 9.63424493975771 137.91967386891804 3.552110267583024e-08 -3.9316622195687626e-08 1.5765337877043333 0.25707920726353956 0.6858130217158265 0.2742480965214789 0.9031290615222805 -7.72933884630756 -5.592715533229436 -2.9584681681601364 -6.297679104213408 0.0 0.983950480291 0.995224593447 0.97979919399 0.994777428678 0.995955039529 0.99747635212 0.999999899746 0.0 0.981138434202 0.978655931558 0.970130471154 0.0 0.97451203109 0.984898939167 0.995100270685 0.0 0.988806968611 0.09
11233911 1.7761834174725313 1.1264871476546567 0.011098983476704478 10.059894153935172 1569.4338185897275 0.06037850452463126 119.0 4.9598973904939845 136.12293757772 0.016201797231341044 0.00018109985660961847 1.5934888220898227 0.9356189377600569 0.33306590900455046 0.9996647411502675 0.3454541344184584 -5.81409531711055 -6.802377437109115 -6.437751649736401 4.714910596077553 0.0 0.9889 0.9914 0.9931 0.991 0.9887 0.9911 0.9932 0.0 0.9887 0.9912 0.9932 0.0 0.9887 0.9911 0.9931 0.0 0.9888 0.33
11235323 3.229523135715332 1.1595981439565315 0.01134956620262667 9.19986566868043 1919.4607304131123 0.323300766724035 119.0 19.66840415594566 132.52393298090578 -0.016391118580278207 5.9649658029722146e-05 0.991502716592258 0.9674224713113642 0.13919830605922148 0.20252345930858734 0.013567444600193691 -5.685304451735814 -2.9623891639816047 -1.1467727736295357 5.612760562006333 0.9871 0.987 0.9888 0.9926 0.9931 0.9872 0.988 0.9923 0.0 0.9875 0.9881 0.9923 0.0 0.9874 0.9882 0.9923 0.0 0.9873 0.29
11250867 1.93739784452 0.505378616448 0.0149805706285 7.8742422028 737.937842469 0.22958544344 119.0 2.25282251502 122.621917389 -0.0120012263438 4.39228611767e-05 0.554724921051 0.597844791163 0.0659621865835 0.121422599753 0.748153333238 -6.64620570971 -22.6379006774 -1.60809658908 -0.967017245695 0.9953 0.9953 0.9958 0.9955 0.9934 0.9952 0.9928 0.9955 0.9934 0.9952 0.9928 0.9955 0.9934 0.9952 0.9928 0.9955 0.9934 0.9952 0.38
11252617 1.346328225 0.528097505845 0.00404208237942 9.99665905488 2009.6325074 0.0808049000411 119.0 4.47811635578 173.175130173 0.238164158858 3.55658847733e-05 0.830702340334 0.0990087154319 0.674118046581 0.995875783371 0.980258121132 -6.85776557568 -2.97435409325 -11.7247361127 5.59943117689 0.0 0.0 0.976947488263 0.974923137811 0.938524398324 0.956817644096 0.98665656996 0.981940771592 0.958205049992 0.936835720767 0.983869331997 0.970988644961 0.953434402484 0.935692161437 0.974411044863 0.964392552437 0.949096386561 0.943639798679 0.19
11287726 2.47960207792 0.494230167069 0.00627131870346 6.42061718289 1558.41604822 0.0647013731521 119.0 4.73771190952 132.32564417 0.00015555416131 0.000321697990717 1.14804454191 0.0481528744011 0.0638433050191 0.0605877015362 0.141502965208 -6.49308885087 -13.9991313948 -11.4235164564 -0.561230796421 0.0 0.929355317675 0.912169479626 0.951054072791 0.932808479314 0.968143116388 0.938761533567 0.925239640847 0.0 0.931268979509 0.89970961428 0.918626404909 0.0 0.919346094953 0.924010487762 0.932949255852 0.0 0.879431481287 0.35
11403216 1.529007295402175 0.4232350701006034 0.02368164939758648 9.861256000013723 1902.2304485968255 0.07289785777991839 119.0 4.053253845118932 353.6204404899553 -0.03600106699327631 0.00034062107428450714 0.6540747276661777 0.4974079683010199 0.01697864002805273 0.029373071412377195 0.7822260612773377 -7.244914548896101 -7.647943785550169 -9.779761976306826 6.725808785246989 0.0 0.0 0.0 0.0 0.922421496137 0.915268266903 0.954172579404 0.969921153236 0.93737416395 0.948628478593 0.965289790947 0.991579346491 0.927481950477 0.939562040036 0.974671064621 0.997049286589 0.916395702176 0.93466046886 0.27
11409698 1.6729659937636634 0.570448921145541 0.01216809281207003 9.709798430467568 901.5290234397704 0.0 119.0 10.267827308421882 139.1768472155604 -0.019730742856574522 -0.23348950537158727 0.26069118107946065 0.27081907006809697 0.3678453285341801 0.2815359479353682 0.7178619785847344 -7.985857535300453 -4.09609901828391 -2.4375164200131323 4.947373119390162 0.0 0.9937 0.9957 0.9943 0.9925 0.9942 0.9957 0.9943 0.9925 0.9936 0.9957 0.9943 0.9925 0.9935 0.9957 0.9943 0.9925 0.9941 0.14
11506235 1.2432070771845314 0.5853819016149019 0.0010189411958995457 10.046696215958704 1063.9071166609601 0.25522892649634915 119.0 20.41305069968083 140.01738144648914 0.12787915244424333 0.2404620936726335 1.1061601693680827 0.1853939576668864 0.004286201980913916 0.0015232407633238825 0.07254540203531702 -7.773285148893432 -2.795656668590235 -1.5995815755956537 5.485324344875243 0.0 0.965309582613 0.977520337216 0.979455529426 0.979078759893 0.980767098852 0.981274606037 0.977882435103 0.985003345721 0.996828448997 0.982732072745 0.987515938062 0.999999945051 0.997182702869 0.988922972698 0.99480978227 0.991507632862 0.9974547426 0.05
